Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
FORMAL CREDIT INCLUSION WITHIN ONE-COMMUNE-ONE-PRODUCT (OCOP) IN THE AGRICULTURAL RESTRUCTURING STRATEGY OF NORTHWESTERN VIETNAM,Do Xuan Luan; Diep Thanh Tung,,,,ECONOMICS & SOCIOLOGY,2019,2019,12,2,,,,94,108,,10.14254/2071-789X.2019/12-2/6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOES FINANCIAL INCLUSION ALLEVIATE HOUSEHOLD POVERTY? EMPIRICAL EVIDENCE FROM INDONESIA,"Dawood, Taufiq Carnegie; Pratama, Hasta; Masbar, Raja; Effendi, Rustam",,,,ECONOMICS & SOCIOLOGY,2019,2019,12,2,,,,235,252,,10.14254/2071-789X.2019/12-2/14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gendered Paths to Asset Accumulation? Markets, Savings, and Credit in Developing Countries","Doss, Cheryl R.; Deere, Carmen Diana; Oduro, Abena D.; Swaminathan, Hema; Catanzarite, Zachary; Suchitra, J. Y.",,,,FEMINIST ECONOMICS,2019,2019,25,2,,,,36,66,,10.1080/13545701.2019.1566753,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Does the Caste of the Firm Owner Play a Role in Access to Finance for Small Enterprises? Evidence from India,"Raj, Rajesh S. N.; Sasidharan, Subash",,,,DEVELOPING ECONOMIES,DEC 2018,2018,56,4,,,,267,296,,10.1111/deve.12183,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Political Connections and Corporate Borrowing: an Analysis on the Listed Real Estate Firms in China,"Yang, Zan; Fan, Ying; Shi, Song; Liao, Jing",,,,JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,OCT 2018,2018,57,3,,,,315,350,,10.1007/s11146-017-9629-9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETERMINANTS AND BARRIERS TO FINANCIAL INCLUSION IN MYANMAR: WHAT DETERMINES ACCESS TO FINANCIAL SERVICES AND WHAT HINDERS IT?,"Tambunlertchai, Kanittha",,,,SINGAPORE ECONOMIC REVIEW,MAR 2018,2018,63,1,,,,9,26,,10.1142/S0217590818410011,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender discrimination in access to credit: are women-led SMEs rejected more than men-led?,"Long Hoang Le; Stefanczyk, Joanna Katarzyna",,,,GENDER TECHNOLOGY & DEVELOPMENT,2018,2018,22,2,,,,145,163,,10.1080/09718524.2018.1506973,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluating credit accessibility predictors among small and medium contractors in the South African construction industry,"Balogun, Olanrewaju; Agumba, Justus; Ansary, Nazeem",,,,ACTA STRUCTILIA,2018,2018,25,2,,,,69,93,,10.18820/8820/24150487/as25i2.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child labour and human capital in developing countries - A multi-period stochastic model,"Thakurata, Indrajit; D'Souza, Errol",,,,ECONOMIC MODELLING,JAN 2018,2018,69,,,,,67,81,,10.1016/j.econmod.2017.09.006,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social network: Testing the predictive power of its dimensions in explaining financial inclusion of the poor in rural Uganda,"Bongomin, George Okello Candiya; Munene, John C.; Ntayi, Joseph Mpeera; Malinga, Charles Akol",,,,AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES,2018,2018,9,3,,,,388,406,,10.1108/AJEMS-07-2017-0157,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Does strength of tenure rights among the urban poor improve household economies? Contrasting Matero and George in Lusaka city,"Muyeba, Singumbe",,,,INTERNATIONAL JOURNAL OF URBAN SUSTAINABLE DEVELOPMENT,2018,2018,10,1,,,,16,31,,10.1080/19463138.2017.1383257,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determining factors that contribute to financial literacy for small and medium enterprises,"Hakim, M. S.; Oktavianti, V.; Gunarta, I. K.",,,"Kurniati, N; Dewi, RS; Dewi, DS; Hartanto, D; Arvitrida, NI; Karningsih, PD",INTERNATIONAL CONFERENCE ON INDUSTRIAL AND SYSTEMS ENGINEERING (ICONISE) 2017,2018,2018,337,,,,,,,UNSP 012064,10.1088/1757-899X/337/1/012064,1st International Conference on Industrial and Systems Engineering (IConISE),"AUG 29-31, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Culture, Ethnicity and Access to Bank Credit","Mishra, Onkar Nath; Tripathi, P. S.",,,,GLOBAL BUSINESS REVIEW,DEC 2017,2017,18,6,,,,1552,1567,,10.1177/0972150917713077,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Addressing Poverty and Gender Inequality through Access to Formal Credit and Enhanced Enterprise Performance in Nigeria: An Empirical Investigation (vol 29, pg 56, 2017)","Nwosu, E. O.; Orji, A.",,,,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,DEC 2017,2017,29,4,,,,691,691,,10.1111/1467-8268.12307,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETERMINANTS OF CREDIT TO SMES - EMPIRICAL EVIDENCE FROM SUPPLY SIDE PERSPECTIVE IN MUMBAI REGION,"Raghu, Kumari P. S.; Pankaj, Trivedi",,,"Vrontis, D; Weber, Y; Tsoukatos, E",GLOBAL AND NATIONAL BUSINESS THEORIES AND PRACTICE: BRIDGING THE PAST WITH THE FUTURE,2017,2017,,,,,,2285,2286,,,10th Annual Conference of the EuroMed-Academy-of-Business,"SEP 13-15, 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determinants of Microfinance institutions' access to bank credit in Senegal,"Fall, Francois Seck",,,,ECONOMICS BULLETIN,2017,2017,37,2,,,,1327,+,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micro determinants of the extent of credit rationing amongst SMEs in Ghana,"Domeher, Daniel; Musah, Godwin; Poku, Kwasi",,,,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2017,2017,44,12,,,,1796,1817,,10.1108/IJSE-03-2016-0089,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The challenges facing poverty alleviation and financial inclusion in North-East Kenya Province (NEKP),"Ali, Abd elrhman Elzahi Saaid",,,,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2017,2017,44,12,,,,2208,2223,,10.1108/IJSE-05-2016-0133,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamics of female-owned smallest businesses in the USA,"Mijid, Naranchimeg",,,,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,2017,2017,9,2,,,,157,170,,10.1108/IJGE-10-2016-0041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Do micro and small business enterprises economically empower women in developing countries? Evidences from Mekelle city, Tigray, Ethiopia","Mezgebo, Gidey Kidu; Ymesel, Tesga; Tegegne, Girma",,,,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,2017,2017,30,5,,,,767,778,,10.1108/JOCM-12-2016-0257,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determinants Predicting Credit Accessibility within Small and Medium-Sized Enterprises in the South African Construction Industry,"Balogun, Olanrewaju Abdul; Nazeem, Ansary; Agumba, Justus Ngala",,,"Hajdu, M; Skibniewski, MJ",5TH CREATIVE CONSTRUCTION CONFERENCE (CCC 2016),2016,2016,164,,,,,473,480,,10.1016/j.proeng.2016.11.647,5th Creative Construction Conference (CCC),"JUN 25-28, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOMEN ENTREPRENEURS AND ACCESS TO CREDIT IN DEVELOPING COUNTRIES: THE NIGERIAN EXPERIENCE,"Onah, Roseline C.",,,,PAPER PROCEEDINGS OF ADVANCES IN WOMEN'S STUDIES 2016,2016,2016,,,,,,75,82,,,3rd International Conference on Advances in Women's Studies (AWS),"JUL 30-31, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determinants of access to credit for SMEs: evidence at the level of the firm in Latin America,"Botello Penaloza, Hector Alberto",,,,APUNTES DEL CENES,JUL-DEC 2015,2015,34,60,,,,247,276,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Empirics of Financial Inclusion in the Philippines,"Galvez-Alinsunurin, Maria Kristina; Alinsunurin, Jason",,,,ADVANCED SCIENCE LETTERS,JUN 2015,2015,21,6,,,SI,1666,1670,,10.1166/asl.2015.6241,"International Conference on Business, Management, Tourism and Hospitality (BIZMATOUR)","MAY 12-14, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Access to Bank Credit During the Economic Crisis: A Comparison Between Italian Male and Female Entrepreneurs,"Cesaroni, Francesca Maria; Sentuti, Annalisa",,,"Dameri, RP; Garelli, R; Resta, M; Beltrametti, L",PROCEEDINGS OF THE 10TH EUROPEAN CONFERENCE ON INNOVATION AND ENTREPRENEURSHIP (ECIE 2015),2015,2015,,,,,,121,129,,,10th European Conference on Innovation and Entrepreneurship (ECIE),"SEP 17-18, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHICH SMES PERCEIVE ACCESS TO FINANCE AS AN OBSTACLE TO THEIR OPERATIONS? EVIDENCE FROM TURKEY,"Erdogan, Aysa Ipek",,,"Vrankic, I; Kozina, G; Kovsca, V",ECONOMIC AND SOCIAL DEVELOPMENT: 9TH INTERNATIONAL SCIENTIFIC CONFERENCE,2015,2015,,,,,,551,557,,,9th International Scientific Conference on Economic and Social Development (ESD),"APR 09-10, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analysis of Potential Demand for Microfinance Services in West-Java by District Areas,"Nashihin, Muhammad",,,"Larso, D; Simatupang, TM; Toth, R; Sendjaya, S; Lantu, DC; Dhewanto, W","5TH INDONESIA INTERNATIONAL CONFERENCE ON INNOVATION, ENTREPRENEURSHIP, AND SMALL BUSINESS (IICIES 2013)",2014,2014,115,,,,,91,101,,10.1016/j.sbspro.2014.02.418,"5th Indonesia International Conference on Innovation, Entrepreneurship, and Small Business (IICIES)","JUN 25-27, 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrepreneurship Development Among Women in Kenya,"Ongong'a, Jared Opiyo; Muring, Veronica; Ogaga, Wickliffe",,,,"INTERNATIONAL CONFERENCE ON SOCIAL, EDUCATION AND MANAGEMENT ENGINEERING (SEME 2014)",2014,2014,,,,,,28,32,,,"International Conference on Social, Education and Management Engineering (SEME)","MAY 20-21, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Empirical Research of the Influence of Political Connection On the Enterprise Bank Loan,Hou Yongping; Wang Ying,,,"Wu, Y; Li, Y","PROCEEDINGS OF THE 6TH (2014) INTERNATIONAL CONFERENCE ON FINANCIAL RISK AND CORPORATE FINANCE MANAGEMENT, VOLS. I AND II",2014,2014,,,,,,69,74,,,6th International Conference on Financial Risk and Corporate Finance Management,"JUN 30-JUL 01, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrepreneurs' Access to Public Finance as a Gendered Structure Case Finland,"Merenheimo, Petra",,,"Teirlinck, P; Kelchtermans, S; DeBeule, F","PROCEEDINGS OF THE 8TH EUROPEAN CONFERENCE ON INNOVATION AND ENTREPRENEURSHIP, VOL 2",2013,2013,,,,,,747,754,,,8th European Conference on Innovation and Entrepreneurship (ECIE),"SEP 19-20, 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microfinance, a Tool for Sustainable Development and Nurturing Inclusive Growth in the Indian Economy","Joshi, Navneet; Gupta, Khushboo",,,"Lather, AS; Saini, AK; Khatri, P",STRATEGIES AND INNOVATIONS FOR SUSTAINABLE ORGANIZATIONS,2011,2011,,,,,,448,460,,,International Conference on Strategies & Innovations for Sustainable Development in Organizations,"MAR 04-06, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Study on Reasons for Internal Financing Preference of Family Business in China,Chen Lihong,,,"Shuhua, H; Thota, H","PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON PRODUCT INNOVATION MANAGEMENT, VOLS I AND II",2008,2008,,,,,,1516,1519,,,3rd International Conference on Product Innovation Management,"OCT 25-26, 2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovations in micro-finance in South-East Asia,"Llanto, GM; Fukui, R",,,,RURAL FINANCE AND CREDIT INFRASTRUCTURE IN CHINA,2004,2004,,,,,,201,217,,,Workshop on Rural Finance and Credit Infrastructure in China,"OCT 13-14, 2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
